,MP,ORtg,%Ps,Pts,OR,DR,A,TO,Blk,Stl,PF,2Pt %,3Pt %,FT %,2Pt %Att,3Pt %Att,FT %Att,Pnts-Prev,Marg
UCLA 2015,14.882589732589732,61.92698412698413,9.960274560274561,4.637187187187187,0.6890056723390057,1.6752848086181418,0.9458720625387291,0.756308689642023,0.3475594642261309,0.47449592449592437,1.4952833786167121,0.31330000978810507,0.14940571523904855,0.2265997260686803,0.06064895945430574,0.07674876417955896,0.057078585631775404,0.13149339816006483,6.2554649887983205
Utah 2015,14.120879120879122,66.43956043956044,11.428571428571427,5.07032967032967,0.567032967032967,1.7076923076923076,1.0065934065934063,0.7824175824175824,0.353846153846154,0.41758241758241754,1.1736263736263735,0.32743345787301836,0.16569945927088786,0.30025339739625456,0.07032967032967033,0.07032967032967032,0.07032967032967032,-0.021978021978021952,13.85714285714286
Valparaiso 2015,16.058823529411764,68.77272727272727,13.310160427807489,5.6310160427807485,0.6925133689839571,1.879679144385027,1.1336898395721924,1.0454545454545454,0.19518716577540107,0.4946524064171122,1.286096256684492,0.3276383969565788,0.18399117222646633,0.3122241320770732,0.07809642947724796,0.08823529411764705,0.07826347592903272,-0.7112299465240642,10.139037433155078
VCU 2015,12.78876678876679,63.31257631257632,11.886813186813187,4.286080586080586,0.7899877899877901,1.253724053724054,0.8273504273504273,0.7442612942612942,0.2749084249084249,0.6587912087912089,1.4598290598290597,0.3029263915436077,0.11694817528150861,0.25806501479120525,0.06122695524078398,0.055905961122974177,0.06386868211429225,0.3788766788766789,9.272039072039071
Villanova 2015,16.46846405228758,74.77777777777779,13.729248366013072,5.988725490196078,0.6661764705882354,1.613235294117647,1.1593137254901962,1.0517973856209148,0.2145424836601307,0.5483660130718955,1.579575163398693,0.32677540740689526,0.19170746192805016,0.36272332378950023,0.07320945456901921,0.09479022028439191,0.09152556538859366,-0.5777777777777778,8.576143790849674
Virginia 2015,14.376933082815436,65.3296719179072,12.1234282410753,4.435901141783495,0.6107096401214048,1.608541696776991,0.9432721491545021,0.7209134267957797,0.3404393698511345,0.37346437346437344,1.1863708628414509,0.28711277601651936,0.1417850432556315,0.27489905872258813,0.06987937095027166,0.0667335600330321,0.06687055666971492,-0.01401936696054345,11.220696632461335
West Virginia 2015,14.072527472527472,65.16043956043956,12.481318681318685,5.171428571428572,1.0131868131868134,1.2945054945054948,1.0109890109890112,0.9032967032967032,0.19999999999999998,0.7692307692307693,1.6307692307692305,0.29349861917531084,0.15286579720645657,0.28319258275302234,0.07032967032967033,0.07032967032967033,0.07032967032967033,0.13186813186813187,6.485714285714285
Wichita St. 2015,9.746938104630413,51.749506903353065,8.465685169531323,2.7247393632009014,0.6002676810369119,1.0377899877899879,0.4709777402085094,0.48175542406311644,0.2221048182586644,0.2769512538743307,1.077735512350897,0.26037510007290227,0.09365783788860711,0.181107746547307,0.04387465766085899,0.03343734856567602,0.04275606736772396,0.0346012961397577,11.889264581572276
Wisconsin 2015,11.664798359535201,53.86671223513329,8.802323991797676,3.725888585099111,0.417241968557758,1.073632946001367,0.7899692412850308,0.5485475051264525,0.16548188653451812,0.3529904306220096,1.0476418318523582,0.26858509911141487,0.14830102854538943,0.20525494089182728,0.05087355166569212,0.053287501896388374,0.059819513880722146,-0.060150375939849614,9.374436090225563
Wofford 2015,18.96207792207792,82.87766233766233,15.021385281385282,6.512380952380953,0.8548051948051949,2.036883116883117,1.1917748917748918,0.9932467532467534,0.18528138528138532,0.6300432900432901,1.6570562770562773,0.3992355364551698,0.16607864357864355,0.3184439634439634,0.09918347326426513,0.09237295088289596,0.09625712350206492,-0.3558441558441558,5.4727272727272736
Wyoming 2015,16.552380952380954,61.41428571428571,10.942857142857143,4.992857142857143,0.4190476190476191,1.7595238095238097,1.1595238095238094,0.8714285714285716,0.23571428571428568,0.44999999999999996,1.1047619047619046,0.2908431647717362,0.13366118669690097,0.25128408628408627,0.08095238095238097,0.08095238095238094,0.08095238095238096,-0.37142857142857144,5.542857142857144
Xavier 2015,13.533268562680329,62.209982040864396,10.689708090443387,4.472612318200554,0.687647206029559,1.4769769769769772,1.045917240770182,0.7591819760937408,0.19879438261791202,0.4090781958429018,1.3890508155214036,0.3142592953254718,0.14581945390768922,0.25153749688063415,0.057428715838849016,0.08201398246689194,0.050999774584868374,-0.3026187952658541,5.677320703055998
